level,parent_2d_code,parent_2d_label,code,label,jobs_2023,salary_mean_annual_gross_2018,contracts_2025,demandants_2025,unemployed_2025,ai_exposure,ai_confidence,source_url
4d,58,Trabajadores de los servicios personales,5891,Asistentes personales o personas de compañía,,,10160,18343,10237,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5891-Asistentes-personales-o-personas-de-compa--a~.html
4d,58,Trabajadores de los servicios personales,5892,Empleados de pompas fúnebres y embalsamadores,,,4435,851,543,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5892-Empleados-de-pompas-f-nebres-y-embalsamadores~.html
4d,58,Trabajadores de los servicios personales,5893,Cuidadores de animales y adiestradores,,,4295,2570,1684,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5893-Cuidadores-de-animales-y-adiestradores~.html
4d,58,Trabajadores de los servicios personales,5894,Instructores de autoescuela,,,3157,668,358,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5894-Instructores-de-autoescuela~.html
4d,58,Trabajadores de los servicios personales,5895,"Astrólogos, adivinadores y afines",,,12,19,12,6,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5895-Astr-logos--adivinadores-y-afines~.html
4d,58,Trabajadores de los servicios personales,5899,Trabajadores de servicios personales no clasificados bajo otros epígrafes,,,35693,1646,805,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5899-Trabajadores-de-servicios-personales-no-clasificados-bajo-otros-ep-grafes~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5910,Guardias civiles,,,1,51,33,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5910-Guardias-civiles~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5921,Policías nacionales,,,0,57,36,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5921-Polic-as-nacionales~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5922,Policías autonómicos,,,7,50,23,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5922-Polic-as-auton-micos~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5923,Policías locales,,,251,284,152,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5923-Polic-as-locales~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5931,Bomberos (excepto forestales),,,2301,492,236,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5931-Bomberos--excepto-forestales-~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5932,Bomberos forestales,,,4341,1142,498,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5932-Bomberos-forestales~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5941,Vigilantes de seguridad y similares habilitados para ir armados,,,90534,8381,4658,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5941-Vigilantes-de-seguridad-y-similares-habilitados-para-ir-armados~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5942,Auxiliares de vigilante de seguridad y similares no habilitados para ir armados,,,67038,21853,11649,3,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5942-Auxiliares-de-vigilante-de-seguridad-y-similares-no-habilitados-para-ir-armados~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5991,Vigilantes de prisiones,,,37,27,18,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5991-Vigilantes-de-prisiones~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5992,Bañistas-socorristas,,,52292,9903,3378,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5992-Ba-istas-socorristas~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5993,Agentes forestales y medioambientales,,,1364,955,455,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5993-Agentes-forestales-y-medioambientales~.html
4d,59,Trabajadores de los servicios de protección y seguridad,5999,Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes,,,22379,662,308,3,8,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_5999-Trabajadores-de-los-servicios-de-protecci-n-y-seguridad-no-clasificados-bajo-otros-ep-grafes~.html
4d,61,Trabajadores cualificados en actividades agrícolas,6110,"Trabajadores cualificados en actividades agrícolas (excepto en huertas, invernaderos, viveros y jardines)",,,115129,79968,12879,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6110-Trabajadores-cualificados-en-actividades-agr-colas--excepto-en-huertas--invernaderos--viveros-y-jardines-~.html
4d,61,Trabajadores cualificados en actividades agrícolas,6120,"Trabajadores cualificados en huertas, invernaderos, viveros y jardines",,,34367,44643,26301,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6120-Trabajadores-cualificados-en-huertas--invernaderos--viveros-y-jardines~.html
4d,62,"Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)",6201,Trabajadores cualificados en actividades ganaderas de vacuno,,,1151,198,95,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6201-Trabajadores-cualificados-en-actividades-ganaderas-de-vacuno~.html
4d,62,"Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)",6202,Trabajadores cualificados en actividades ganaderas de ovino y caprino,,,1565,562,236,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6202-Trabajadores-cualificados-en-actividades-ganaderas-de-ovino-y-caprino~.html
4d,62,"Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)",6203,Trabajadores cualificados en actividades ganaderas de porcino,,,1906,322,207,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6203-Trabajadores-cualificados-en-actividades-ganaderas-de-porcino~.html
4d,62,"Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)",6204,Trabajadores cualificados en apicultura y sericicultura,,,512,94,54,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6204-Trabajadores-cualificados-en-apicultura-y-sericicultura~.html
4d,62,"Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)",6205,Trabajadores cualificados en la avicultura y la cunicultura,,,2395,459,267,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6205-Trabajadores-cualificados-en-la-avicultura-y-la-cunicultura~.html
4d,62,"Trabajadores cualificados en actividades ganaderas, (incluidas avícolas, apícolas y similares)",6209,Trabajadores cualificados en actividades ganaderas no clasificados bajo otros epígrafes,,,1023,1135,637,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6209-Trabajadores-cualificados-en-actividades-ganaderas-no-clasificados-bajo-otros-ep-grafes~.html
4d,63,Trabajadores cualificados en actividades agropecuarias mixtas,6300,Trabajadores cualificados en actividades agropecuarias mixtas,,,3853,636,129,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6300-Trabajadores-cualificados-en-actividades-agropecuarias-mixtas~.html
4d,64,"Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas",6410,Trabajadores cualificados en actividades forestales y del medio natural,,,14661,3714,1743,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6410-Trabajadores-cualificados-en-actividades-forestales-y-del-medio-natural~.html
4d,64,"Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas",6421,Trabajadores cualificados en la acuicultura,,,965,568,193,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6421-Trabajadores-cualificados-en-la-acuicultura~.html
4d,64,"Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas",6422,Pescadores de aguas costeras y aguas dulces,,,4976,275,78,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6422-Pescadores-de-aguas-costeras-y-aguas-dulces~.html
4d,64,"Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas",6423,Pescadores de altura,,,4213,4692,1025,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6423-Pescadores-de-altura~.html
4d,64,"Trabajadores cualificados en actividades forestales, pesqueras y cinegéticas",6430,Trabajadores cualificados en actividades cinegéticas,,,1516,3,2,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_6430-Trabajadores-cualificados-en-actividades-cineg-ticas~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7111,Encofradores y operarios de puesta en obra de hormigón,,,22459,12827,7973,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7111-Encofradores-y-operarios-de-puesta-en-obra-de-hormig-n~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7112,Montadores de prefabricados estructurales (sólo hormigón),,,1057,85,55,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7112-Montadores-de-prefabricados-estructurales--s-lo-hormig-n-~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7121,Albañiles,,,244912,66562,42949,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7121-Alba-iles~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7122,"Canteros, tronzadores, labrantes y grabadores de piedras",,,1405,949,609,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7122-Canteros--tronzadores--labrantes-y-grabadores-de-piedras~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7131,Carpinteros (excepto ebanistas),,,14979,17904,10987,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7131-Carpinteros--excepto-ebanistas-~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7132,Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas),,,13582,7754,4886,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7132-Instaladores-de-cerramientos-met-licos-y-carpinteros-met-licos--excepto-montadores-de-estructuras-met-licas-~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7191,Mantenedores de edificios,,,36923,10347,5937,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7191-Mantenedores-de-edificios~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7192,Instaladores de fachadas técnicas,,,270,56,34,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7192-Instaladores-de-fachadas-t-cnicas~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7193,Instaladores de sistemas de impermeabilización en edificios,,,897,464,313,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7193-Instaladores-de-sistemas-de-impermeabilizaci-n-en-edificios~.html
4d,71,Trabajadores en obras estructurales de construcción y afines,7199,Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes,,,42434,4235,2629,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7199-Otros-trabajadores-de-las-obras-estructurales-de-construcci-n-no-clasificados-bajo-otros-ep-grafes~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7211,Escayolistas,,,4599,2834,1860,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7211-Escayolistas~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7212,Aplicadores de revestimientos de pasta y mortero,,,4272,3184,2086,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7212-Aplicadores-de-revestimientos-de-pasta-y-mortero~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7221,Fontaneros,,,16468,13022,7789,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7221-Fontaneros~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7222,Montadores-instaladores de gas en edificios,,,884,600,379,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7222-Montadores-instaladores-de-gas-en-edificios~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7223,Instaladores de conductos en obra pública,,,1213,155,83,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7223-Instaladores-de-conductos-en-obra-p-blica~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7231,Pintores y empapeladores,,,23782,28141,18263,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7231-Pintores-y-empapeladores~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7232,Pintores en las industrias manufactureras,,,7509,4047,2546,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7232-Pintores-en-las-industrias-manufactureras~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7240,"Soladores, colocadores de parquet y afines",,,3949,5507,3650,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7240-Soladores--colocadores-de-parquet-y-afines~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7250,Mecánicos-instaladores de refrigeración y climatización,,,11479,4045,2379,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7250-Mec-nicos-instaladores-de-refrigeraci-n-y-climatizaci-n~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7291,Montadores de cubiertas,,,2455,440,273,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7291-Montadores-de-cubiertas~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7292,Instaladores de material aislante térmico y de insonorización,,,2461,785,515,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7292-Instaladores-de-material-aislante-t-rmico-y-de-insonorizaci-n~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7293,Cristaleros,,,1850,1334,872,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7293-Cristaleros~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7294,Montadores-instaladores de placas de energía solar,,,8617,1992,1049,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7294-Montadores-instaladores-de-placas-de-energ-a-solar~.html
4d,72,"Trabajadores de acabado de construcciones e instalaciones (excepto electricistas), pintores y afines",7295,Personal de limpieza de fachadas de edificios y chimeneas,,,2383,389,241,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7295-Personal-de-limpieza-de-fachadas-de-edificios-y-chimeneas~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7311,Moldeadores y macheros,,,418,103,52,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7311-Moldeadores-y-macheros~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7312,Soldadores y oxicortadores,,,28461,15111,8329,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7312-Soldadores-y-oxicortadores~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7313,Chapistas y caldereros,,,12770,7232,4092,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7313-Chapistas-y-caldereros~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7314,Montadores de estructuras metálicas,,,47164,2962,1716,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7314-Montadores-de-estructuras-met-licas~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7315,Montadores de estructuras cableadas y empalmadores de cables,,,3531,553,346,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7315-Montadores-de-estructuras-cableadas-y-empalmadores-de-cables~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7321,Herreros y forjadores,,,2880,1358,749,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7321-Herreros-y-forjadores~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7322,"Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines",,,5477,3434,2108,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7322-Trabajadores-de-la-fabricaci-n-de-herramientas--mec-nico-ajustadores--modelistas--matriceros-y-afines~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7323,Ajustadores y operadores de máquinas-herramienta,,,24434,7468,3632,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7323-Ajustadores-y-operadores-de-m-quinas-herramienta~.html
4d,73,"Soldadores, chapistas, montadores de estructuras metálicas, herreros, elaboradores de herramientas y afines",7324,Pulidores de metales y afiladores de herramientas,,,567,275,168,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7324-Pulidores-de-metales-y-afiladores-de-herramientas~.html
4d,74,Mecánicos y ajustadores de maquinaria,7401,Mecánicos y ajustadores de vehículos de motor,,,47564,21759,13417,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7401-Mec-nicos-y-ajustadores-de-veh-culos-de-motor~.html
4d,74,Mecánicos y ajustadores de maquinaria,7402,Mecánicos y ajustadores de motores de avión,,,1110,171,107,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7402-Mec-nicos-y-ajustadores-de-motores-de-avi-n~.html
4d,74,Mecánicos y ajustadores de maquinaria,7403,Mecánicos y ajustadores de maquinaria agrícola e industrial,,,20681,8931,4880,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7403-Mec-nicos-y-ajustadores-de-maquinaria-agr-cola-e-industrial~.html
4d,74,Mecánicos y ajustadores de maquinaria,7404,Mecánicos y ajustadores de maquinaria naval y ferroviaria,,,3573,143,72,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7404-Mec-nicos-y-ajustadores-de-maquinaria-naval-y-ferroviaria~.html
4d,74,Mecánicos y ajustadores de maquinaria,7405,Reparadores de bicicletas y afines,,,1614,405,239,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7405-Reparadores-de-bicicletas-y-afines~.html
4d,75,Trabajadores especializados en electricidad y electrotecnología,7510,Electricistas de la construcción y afines,,,41212,19191,10858,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7510-Electricistas-de-la-construcci-n-y-afines~.html
4d,75,Trabajadores especializados en electricidad y electrotecnología,7521,Mecánicos y reparadores de equipos eléctricos,,,13606,10649,6047,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7521-Mec-nicos-y-reparadores-de-equipos-el-ctricos~.html
4d,75,Trabajadores especializados en electricidad y electrotecnología,7522,Instaladores y reparadores de líneas eléctricas,,,8762,547,336,1,10,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7522-Instaladores-y-reparadores-de-l-neas-el-ctricas~.html
4d,75,Trabajadores especializados en electricidad y electrotecnología,7531,Mecánicos y reparadores de equipos electrónicos,,,7103,3280,1975,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7531-Mec-nicos-y-reparadores-de-equipos-electr-nicos~.html
4d,75,Trabajadores especializados en electricidad y electrotecnología,7532,Instaladores y reparadores en electro medicina,,,363,46,31,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7532-Instaladores-y-reparadores-en-electro-medicina~.html
4d,75,Trabajadores especializados en electricidad y electrotecnología,7533,Instaladores y reparadores en tecnologías de la información y las comunicaciones,,,10697,5581,3676,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7533-Instaladores-y-reparadores-en-tecnolog-as-de-la-informaci-n-y-las-comunicaciones~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7611,Relojeros y mecánicos de instrumentos de precisión,,,389,400,251,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7611-Relojeros-y-mec-nicos-de-instrumentos-de-precisi-n~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7612,Lutieres y similares; afinadores de instrumentos musicales,,,72,97,65,1,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7612-Lutieres-y-similares--afinadores-de-instrumentos-musicales~.html
4d,76,"Mecánicos de precisión en metales, ceramistas, vidrieros, artesanos y trabajadores de artes gráficas",7613,"Joyeros, orfebres y plateros",,,270,1507,1012,2,9,https://www.sepe.es/HomeSepe/que-es-observatorio/informacion-mt-por-ocupacion/informacion-mercado-trabajo-por-ocupacion-anual~_anuales_2025_7613-Joyeros--orfebres-y-plateros~.html
